date,lat,lon
01/08/2009 23:40,-33.7833333,151.1666667
1/27/09 11:02,40.4,-3.6833333
1/14/09 13:23,44.38361,-89.81722
01/07/2009 20:01,30.26694,-97.74278
1/20/09 12:32,41.85,-87.65
01/06/2009 14:35,36.175,-115.13639
01/04/2009 6:51,53.5333333,-7.35
1/24/09 18:30,-37.8166667,144.9666667
1/25/09 5:57,-37.15,-58.4833333
01/05/2009 10:02,44.80417,-93.16667
1/13/09 9:14,60.6333333,6.4333333
1/22/09 7:35,46.25,6.1166667
01/02/2009 11:06,37.3772222,-5.9869444
01/11/2009 9:50,51.05,11.65
1/21/09 20:44,40.68667,-73.37389
01/05/2009 9:09,42.53778,-83.23306
01/05/2009 12:41,51.0833333,-114.0833333
1/28/09 12:54,49.25,-123.1333333
1/21/09 4:46,55.7666667,12.6
01/07/2009 13:28,51.4333333,-2
1/27/09 11:18,34.05222,-118.24278
01/07/2009 12:39,45.4666667,9.2
1/24/09 13:54,47.45,8.5833333
1/30/09 6:48,35.0525,-78.87861
1/22/09 18:07,34.73694,-82.25444
1/29/09 15:03,-36.8666667,174.7666667
01/02/2009 14:14,51.4333333,-1
1/19/09 11:05,40.83972,-74.27694
1/28/09 16:17,52.4166667,-1.55
01/08/2009 12:46,44.6,-79.4166667
1/29/09 16:07,48.8666667,2.3333333
1/29/09 13:41,37.33944,-121.89389
01/08/2009 6:29,49.9833333,8.0666667
01/04/2009 12:53,52.3,-1.5333333
1/14/09 12:55,47.4333333,8.4666667
1/14/09 6:35,-37.8166667,144.9666667
1/27/09 13:08,46.2,6.1666667
1/31/09 23:09,-33.8666667,151.2833333
1/21/09 14:34,48.3,16.3166667
1/16/09 8:28,38.58917,-121.30167
01/11/2009 9:55,44.3166667,-80.1
01/08/2009 2:46,51.4166667,0.1166667
1/26/09 7:11,44.98,-93.26361
1/31/09 5:39,39.51639,-76.61639
01/09/2009 8:35,53.55,-113.5
1/24/09 3:25,-34.6166667,138.8833333
1/26/09 8:45,40.92778,-73.75222
1/23/09 10:45,41.91417,-88.30861
1/28/09 8:50,36.03306,-86.78278
1/15/09 19:10,30.42111,-87.21694
